year,state,state_po,district,runoff,special,candidate,party,candidatevotes,totalvotes
2022,TENNESSEE,TN,6,False,False,RANDAL COOPER,DEMOCRAT,65675,195063
2022,TENNESSEE,TN,7,False,False,MARK E GREEN,REPUBLICAN,108421,180822
2022,TENNESSEE,TN,7,False,False,ODESSA KELLY,DEMOCRAT,68973,180822
2022,TENNESSEE,TN,7,False,False,STEVEN J HOOPER,INDEPENDENT,3428,180822
2022,TENNESSEE,TN,8,False,False,DAVID KUSTOFF,REPUBLICAN,155602,210315
2022,TENNESSEE,TN,8,False,False,LYNNETTE P WILLIAMS,DEMOCRAT,51102,210315
2022,TENNESSEE,TN,8,False,False,JAMES HART,INDEPENDENT,2541,210315
2022,TENNESSEE,TN,8,False,False,RONNIE HENLEY,INDEPENDENT,1070,210315
2022,TENNESSEE,TN,9,False,False,CHARLOTTE BERGMANN,REPUBLICAN,35123,133918
2022,TENNESSEE,TN,9,False,False,STEVE COHEN,DEMOCRAT,93800,133918
2022,TENNESSEE,TN,9,False,False,GEORGE FLINN,INDEPENDENT,3349,133918
2022,TENNESSEE,TN,9,False,False,DENNIS CLARK,INDEPENDENT,1160,133918
2022,TENNESSEE,TN,9,False,False,PAUL COOK,INDEPENDENT,485,133918
2022,TEXAS,TX,1,False,False,NATHANIEL MORAN,REPUBLICAN,183224,234662
2022,TEXAS,TX,1,False,False,JRMAR “JJ” JEFFERSON,DEMOCRAT,51438,234662
2022,TEXAS,TX,2,False,False,DAN CRENSHAW,REPUBLICAN,151791,230287
2022,TEXAS,TX,2,False,False,ROBIN FULFORD,DEMOCRAT,78496,230287
2022,TEXAS,TX,3,False,False,KEITH SELF,REPUBLICAN,164240,271256
2022,TEXAS,TX,3,False,False,SANDEEP SRIVASTAVA,DEMOCRAT,100121,271256
2022,TEXAS,TX,3,False,False,CHRISTOPHER CLAYTOR,LIBERTARIAN,6895,271256
2022,TEXAS,TX,4,False,False,PAT FALLON,REPUBLICAN,170781,256009
2022,TEXAS,TX,4,False,False,IRO OMERE,DEMOCRAT,79179,256009
2022,TEXAS,TX,4,False,False,JOHN SIMMONS,LIBERTARIAN,6049,256009
2022,TEXAS,TX,5,False,False,LANCE GOODEN,REPUBLICAN,135595,211965
2022,TEXAS,TX,5,False,False,TARTISHA HILL,DEMOCRAT,71930,211965
2022,TEXAS,TX,5,False,False,KEVIN A HALE,LIBERTARIAN,4293,211965
2022,TEXAS,TX,6,False,False,JAKE ELLZEY,REPUBLICAN,149321,149321
2022,TEXAS,TX,7,False,False,JOHNNY TEAGUE,REPUBLICAN,65835,181829
2022,TEXAS,TX,7,False,False,LIZZIE FLETCHER,DEMOCRAT,115994,181829
2022,TEXAS,TX,8,False,False,MORGAN LUTTRELL,REPUBLICAN,153127,224968
2022,TEXAS,TX,8,False,False,LAURA JONES,DEMOCRAT,68715,224968
2022,TEXAS,TX,8,False,False,ROY ERIKSEN,LIBERTARIAN,3126,224968
2022,TEXAS,TX,9,False,False,JIMMY I LEON,REPUBLICAN,38161,163607
2022,TEXAS,TX,9,False,False,AL GREEN,DEMOCRAT,125446,163607
2022,TEXAS,TX,10,False,False,MICHAEL T MCCAUL,REPUBLICAN,159469,251937
2022,TEXAS,TX,10,False,False,LINDA NUNO,DEMOCRAT,86404,251937
2022,TEXAS,TX,10,False,False,BILL KELSEY,LIBERTARIAN,6064,251937
2022,TEXAS,TX,11,False,False,AUGUST PFLUGER,REPUBLICAN,151066,151066
2022,TEXAS,TX,12,False,False,KAY GRANGER,REPUBLICAN,152953,237979
2022,TEXAS,TX,12,False,False,TREY J HUNT,DEMOCRAT,85026,237979
2022,TEXAS,TX,13,False,False,RONNY JACKSON,REPUBLICAN,161767,214677
2022,TEXAS,TX,13,False,False,KATHLEEN BROWN,DEMOCRAT,52910,214677
2022,TEXAS,TX,14,False,False,"RANDY K WEBER, SR",REPUBLICAN,149543,213149
2022,TEXAS,TX,14,False,False,MIKAL WILLIAMS,DEMOCRAT,63606,213149
2022,TEXAS,TX,15,False,False,MONICA DE LA CRUZ,REPUBLICAN,80978,151889
2022,TEXAS,TX,15,False,False,MICHELLE VALLEJO,DEMOCRAT,68097,151889
2022,TEXAS,TX,15,False,False,"ROSS LYNN LEONE, JR",LIBERTARIAN,2814,151889
2022,TEXAS,TX,16,False,False,IRENE ARMENDARIZ JACKSON,REPUBLICAN,54986,150496
2022,TEXAS,TX,16,False,False,VERONICA ESCOBAR,DEMOCRAT,95510,150496
2022,TEXAS,TX,17,False,False,PETE SESSIONS,REPUBLICAN,144408,217209
2022,TEXAS,TX,17,False,False,MARY JO WOODS,DEMOCRAT,72801,217209
2022,TEXAS,TX,18,False,False,CARMEN MARIA MONTIEL,REPUBLICAN,40941,156268
2022,TEXAS,TX,18,False,False,SHEILA JACKSON LEE,DEMOCRAT,110511,156268
2022,TEXAS,TX,18,False,False,VINCE DUNCAN,INDEPENDENT,2766,156268
2022,TEXAS,TX,18,False,False,PHIL KURTZ,LIBERTARIAN,2050,156268
2022,TEXAS,TX,19,False,False,JODEY C ARRINGTON,REPUBLICAN,152321,189681
2022,TEXAS,TX,19,False,False,NATHAN LEWIS,INDEPENDENT,37360,189681
2022,TEXAS,TX,20,False,False,KYLE SINCLAIR,REPUBLICAN,53226,168599
2022,TEXAS,TX,20,False,False,JOAQUIN CASTRO,DEMOCRAT,115352,168599
2022,TEXAS,TX,21,False,False,CHIP ROY,REPUBLICAN,207426,330081
2022,TEXAS,TX,21,False,False,CLAUDIA ANDREANA ZAPATA,DEMOCRAT,122655,330081
2022,TEXAS,TX,22,False,False,TROY E NEHLS,REPUBLICAN,150014,241215
2022,TEXAS,TX,22,False,False,JAMIE KAYE JORDAN,DEMOCRAT,85653,241215
2022,TEXAS,TX,22,False,False,JOSEPH LEBLANC,LIBERTARIAN,5378,241215
2022,TEXAS,TX,23,False,False,TONY GONZALES,REPUBLICAN,116649,208776
2022,TEXAS,TX,23,False,False,JOHN LIRA,DEMOCRAT,80947,208776
2022,TEXAS,TX,23,False,False,"FRANK LOPEZ, JR",INDEPENDENT,11180,208776
2022,TEXAS,TX,24,False,False,BETH VAN DUYNE,REPUBLICAN,177947,297825
2022,TEXAS,TX,24,False,False,JAN MCDOWELL,DEMOCRAT,119878,297825
2022,TEXAS,TX,25,False,False,ROGER WILLIAMS,REPUBLICAN,185270,185270
2022,TEXAS,TX,26,False,False,MICHAEL C BURGESS,REPUBLICAN,183639,265023
2022,TEXAS,TX,26,False,False,MIKE KOLLS,LIBERTARIAN,81384,265023
2022,TEXAS,TX,27,False,False,MICHAEL CLOUD,REPUBLICAN,133416,207027
2022,TEXAS,TX,27,False,False,"MACLOVIO PEREZ, JR",DEMOCRAT,73611,207027
2022,TEXAS,TX,28,False,False,CASSY GARCIA,REPUBLICAN,71778,165581
2022,TEXAS,TX,28,False,False,HENRY CUELLAR,DEMOCRAT,93803,165581
2022,TEXAS,TX,29,False,False,ROBERT SCHAFRANEK,REPUBLICAN,28765,100602
2022,TEXAS,TX,29,False,False,SYLVIA R GARCIA,DEMOCRAT,71837,100602
2022,TEXAS,TX,30,False,False,JAMES RODGERS,REPUBLICAN,39209,180513
2022,TEXAS,TX,30,False,False,JASMINE CROCKETT,DEMOCRAT,134876,180513
2022,TEXAS,TX,30,False,False,ZACHARIAH MANNING,INDEPENDENT,3820,180513
2022,TEXAS,TX,30,False,False,PHIL GRAY,LIBERTARIAN,1870,180513
2022,TEXAS,TX,31,False,False,JOHN R CARTER,REPUBLICAN,183185,183185
2022,TEXAS,TX,32,False,False,ANTONIO SWAD,REPUBLICAN,61494,177499
2022,TEXAS,TX,32,False,False,COLIN Z ALLRED,DEMOCRAT,116005,177499
2022,TEXAS,TX,33,False,False,PATRICK DAVID GILLESPIE,REPUBLICAN,29203,114030
2022,TEXAS,TX,33,False,False,MARC A VEASEY,DEMOCRAT,82081,114030
2022,TEXAS,TX,33,False,False,KEN ASHBY,LIBERTARIAN,2746,114030
2022,TEXAS,TX,34,False,False,MAYRA FLORES,REPUBLICAN,59464,134439
2022,TEXAS,TX,34,False,False,VICENTE GONZALEZ,DEMOCRAT,70896,134439
2022,TEXAS,TX,34,False,False,CHRIS ROYAL,INDEPENDENT,4079,134439
2022,TEXAS,TX,35,False,False,DAN MCQUEEN,REPUBLICAN,48969,178568
2022,TEXAS,TX,35,False,False,GREG CASAR,DEMOCRAT,129599,178568
2022,TEXAS,TX,36,False,False,BRIAN BABIN,REPUBLICAN,145599,209615
2022,TEXAS,TX,36,False,False,JON HAIRE,DEMOCRAT,64016,209615
2022,TEXAS,TX,37,False,False,JENNY GARCIA SHARON,REPUBLICAN,59923,285789
2022,TEXAS,TX,37,False,False,LLOYD DOGGETT,DEMOCRAT,219358,285789
2022,TEXAS,TX,37,False,False,CLARK PATTERSON,LIBERTARIAN,6332,285789
2022,TEXAS,TX,38,False,False,WESLEY HUNT,REPUBLICAN,163597,259869
2022,TEXAS,TX,38,False,False,DUNCAN F KLUSSMANN,DEMOCRAT,92302,259869
2022,TEXAS,TX,38,False,False,JOEL DEJEAN,INDEPENDENT,3970,259869
2022,VIRGINIA,VA,1,False,False,ROBERT J WITTMAN,REPUBLICAN,191828,342742
2022,VIRGINIA,VA,1,False,False,"HERBERT C “HERB” JONES, JR",DEMOCRAT,147229,342742
2022,VIRGINIA,VA,1,False,False,DAVID BRUCE FOSTER,INDEPENDENT,3388,342742
2022,VIRGINIA,VA,2,False,False,JEN A KIGGANS,REPUBLICAN,153328,296996
2022,VIRGINIA,VA,2,False,False,ELAINE G LURIA,DEMOCRAT,143219,296996
2022,VIRGINIA,VA,3,False,False,TERRY T NAMKUNG,REPUBLICAN,67668,207850
2022,VIRGINIA,VA,3,False,False,ROBERT C “BOBBY” SCOTT,DEMOCRAT,139659,207850
2022,VIRGINIA,VA,4,False,False,"LEON BENJAMIN, SR",REPUBLICAN,85503,244978
2022,VIRGINIA,VA,4,False,False,A DONALD MCEACHIN,DEMOCRAT,159044,244978
2022,VIRGINIA,VA,5,False,False,BOB GOOD,REPUBLICAN,177191,307790
2022,VIRGINIA,VA,5,False,False,JOSHUA M THRONEBURG,DEMOCRAT,129996,307790
2022,VIRGINIA,VA,6,False,False,BEN CLINE,REPUBLICAN,173352,269234
2022,VIRGINIA,VA,6,False,False,JENNIFER LYNN LEWIS,DEMOCRAT,95410,269234
2022,VIRGINIA,VA,7,False,False,YESLI I VEGA,REPUBLICAN,130586,274590
2022,VIRGINIA,VA,7,False,False,ABIGAIL DAVIS SPANBERGER,DEMOCRAT,143357,274590
2022,VIRGINIA,VA,8,False,False,KARINA A LIPSMAN,REPUBLICAN,66589,268936
2022,VIRGINIA,VA,8,False,False,"DONALD S BEYER, JR",DEMOCRAT,197760,268936
2022,VIRGINIA,VA,8,False,False,TEDDY FIKRE,INDEPENDENT,4078,268936
2022,VIRGINIA,VA,9,False,False,H MORGAN GRIFFITH,REPUBLICAN,182207,248792
2022,VIRGINIA,VA,9,False,False,TAYSHA LEE DEVAUGHAN,DEMOCRAT,66027,248792
2022,VIRGINIA,VA,10,False,False,HUNG CAO,REPUBLICAN,138163,296145
2022,VIRGINIA,VA,10,False,False,JENNIFER WEXTON,DEMOCRAT,157405,296145
2022,VIRGINIA,VA,11,False,False,JAMES G “JIM” MYLES,REPUBLICAN,95634,289676
2022,VIRGINIA,VA,11,False,False,GERALD E CONNOLLY,DEMOCRAT,193190,289676
2022,WASHINGTON,WA,1,False,False,VINCENT J CAVELERI,REPUBLICAN,104329,286684
2022,WASHINGTON,WA,1,False,False,SUZAN K DELBENE,DEMOCRAT,181992,286684
2022,WASHINGTON,WA,2,False,False,DAN MATTHEWS,REPUBLICAN,134335,337923
2022,WASHINGTON,WA,2,False,False,RICK LARSEN,DEMOCRAT,202980,337923
2022,WASHINGTON,WA,3,False,False,JOE KENT,REPUBLICAN,157685,319759
2022,WASHINGTON,WA,3,False,False,MARIE GLUESENKAMP PEREZ,DEMOCRAT,160314,319759
2022,WASHINGTON,WA,4,False,False,DAN NEWHOUSE,REPUBLICAN,150619,226647
2022,WASHINGTON,WA,4,False,False,DOUG WHITE,DEMOCRAT,70710,226647
2022,WASHINGTON,WA,5,False,False,CATHY MCMORRIS RODGERS,REPUBLICAN,188648,317006
2022,WASHINGTON,WA,5,False,False,NATASHA HILL,DEMOCRAT,127585,317006
2022,WASHINGTON,WA,6,False,False,ELIZABETH KREISELMAIER,REPUBLICAN,138754,347873
2022,WASHINGTON,WA,6,False,False,DEREK KILMER,DEMOCRAT,208710,347873
2022,WASHINGTON,WA,7,False,False,CLIFF MOON,REPUBLICAN,49207,346647
2022,WASHINGTON,WA,7,False,False,PRAMILA JAYAPAL,DEMOCRAT,295998,346647
2022,WASHINGTON,WA,8,False,False,MATT LARKIN,REPUBLICAN,155976,336038
2022,WASHINGTON,WA,8,False,False,KIM SCHRIER,DEMOCRAT,179003,336038
2022,WASHINGTON,WA,9,False,False,DOUG BASLER,REPUBLICAN,67631,239848
2022,WASHINGTON,WA,9,False,False,ADAM SMITH,DEMOCRAT,171746,239848
2022,WASHINGTON,WA,10,False,False,KEITH R SWANK,REPUBLICAN,114777,267748
2022,WASHINGTON,WA,10,False,False,MARILYN STRICKLAND,DEMOCRAT,152544,267748
2022,WISCONSIN,WI,1,False,False,BRYAN STEIL,REPUBLICAN,162610,300867
2022,WISCONSIN,WI,1,False,False,ANN ROE,DEMOCRAT,135825,300867
2022,WISCONSIN,WI,1,False,False,CHARLES E BARMAN,THE GOING AWAY PARTY,2247,300867
2022,WISCONSIN,WI,1,False,False,SCATTERING,,185,300867
2022,WISCONSIN,WI,2,False,False,ERIK OLSEN,REPUBLICAN,101890,378537
2022,WISCONSIN,WI,2,False,False,MARK POCAN,DEMOCRAT,268740,378537
2022,WISCONSIN,WI,2,False,False,DOUGLAS ALEXANDER,INDEPENDENT,7689,378537
2022,WISCONSIN,WI,2,False,False,SCATTERING,,218,378537
2022,WISCONSIN,WI,3,False,False,DERRICK VAN ORDEN,REPUBLICAN,164743,317922
2022,WISCONSIN,WI,3,False,False,BRAD PFAFF,DEMOCRAT,152977,317922
2022,WISCONSIN,WI,3,False,False,SCATTERING,,202,317922
2022,WISCONSIN,WI,4,False,False,TIM ROGERS,REPUBLICAN,57660,255012
2022,WISCONSIN,WI,4,False,False,GWEN MOORE,DEMOCRAT,191955,255012
2022,WISCONSIN,WI,4,False,False,ROBERT R RAYMOND,INDEPENDENT,5164,255012
2022,WISCONSIN,WI,4,False,False,SCATTERING,,233,255012
2022,WISCONSIN,WI,5,False,False,SCOTT FITZGERALD,REPUBLICAN,243741,378523
2022,WISCONSIN,WI,5,False,False,MIKE VAN SOMEREN,DEMOCRAT,134581,378523
2022,WISCONSIN,WI,5,False,False,SCATTERING,,201,378523
2022,WISCONSIN,WI,6,False,False,GLENN GROTHMAN,REPUBLICAN,239231,251999
2022,WISCONSIN,WI,6,False,False,SCATTERING,,12428,251999
2022,WISCONSIN,WI,7,False,False,THOMAS P TIFFANY,REPUBLICAN,209224,338268
2022,WISCONSIN,WI,7,False,False,RICHARD DICK AUSMAN,DEMOCRAT,128877,338268
2022,WISCONSIN,WI,7,False,False,SCATTERING,,167,338268
2022,WISCONSIN,WI,8,False,False,MIKE GALLAGHER,REPUBLICAN,223981,310196
2022,WISCONSIN,WI,8,False,False,PAUL DAVID BOUCHER,INDEPENDENT,48896,310196
2022,WISCONSIN,WI,8,False,False,JACOB J VANDENPLAS,LIBERTARIAN,32057,310196
2022,WISCONSIN,WI,8,False,False,SCATTERING,,1967,310196
2022,CONNECTICUT,CT,1,False,False,LARRY LAZOR,REPUBLICAN,91506,243913
2022,CONNECTICUT,CT,1,False,False,JOHN B LARSON,DEMOCRAT,144873,243913
2022,CONNECTICUT,CT,1,False,False,WORKING FAMILIES,,4683,243913
2022,CONNECTICUT,CT,1,False,False,MARY L SANDERS,GREEN,2851,243913
2022,CONNECTICUT,CT,2,False,False,MIKE FRANCE,REPUBLICAN,114506,285031
2022,CONNECTICUT,CT,2,False,False,JOE COURTNEY,DEMOCRAT,165946,285031
2022,CONNECTICUT,CT,2,False,False,KEVIN BLACKER,GREEN,2439,285031
2022,CONNECTICUT,CT,2,False,False,WILLIAM HALL,LIBERTARIAN,2140,285031
2022,CONNECTICUT,CT,3,False,False,LESLEY DENARDIS,REPUBLICAN,98704,242651
2022,CONNECTICUT,CT,3,False,False,ROSA L DELAURO,DEMOCRAT,137924,242651
2022,CONNECTICUT,CT,3,False,False,AMY F CHAI,INDEPENDENT,4056,242651
2022,CONNECTICUT,CT,3,False,False,JUSTIN PAGLINO,GREEN,1967,242651
2022,CONNECTICUT,CT,4,False,False,JAYME STEVENSON,REPUBLICAN,93329,236084
2022,CONNECTICUT,CT,4,False,False,INDEPENDENT,,2493,236084
2022,CONNECTICUT,CT,4,False,False,JAMES A HIMES,DEMOCRAT,140262,236084
2022,CONNECTICUT,CT,5,False,False,GEORGE LOGAN,REPUBLICAN,123342,253672
2022,CONNECTICUT,CT,5,False,False,INDEPENDENT,,2492,253672
2022,CONNECTICUT,CT,5,False,False,JAHANA HAYES,DEMOCRAT,123818,253672
2022,CONNECTICUT,CT,5,False,False,WORKING FAMILIES,,4020,253672
2022,HAWAII,HI,1,False,False,CONRAD KRESS,REPUBLICAN,51217,202378
2022,HAWAII,HI,1,False,False,ED CASE,DEMOCRAT,143546,202378
2022,HAWAII,HI,1,False,False,BLANK VOTES,,7466,202378
2022,HAWAII,HI,1,False,False,OVERVOTES,,149,202378
2022,HAWAII,HI,2,False,False,JOE AKANA,REPUBLICAN,72874,216985
2022,HAWAII,HI,2,False,False,JILL N TOKUDA,DEMOCRAT,128407,216985
2022,HAWAII,HI,2,False,False,MICHELLE ROSE TIPPENS,LIBERTARIAN,5130,216985
2022,HAWAII,HI,2,False,False,BLANK VOTES,,10235,216985
2022,HAWAII,HI,2,False,False,OVERVOTES,,339,216985
2022,IDAHO,ID,1,False,False,RUSS FULCHER,REPUBLICAN,222901,312442
2022,IDAHO,ID,1,False,False,KAYLEE PETERSON,DEMOCRAT,82261,312442
2022,IDAHO,ID,1,False,False,DARIAN DRAKE,LIBERTARIAN,7280,312442
2022,IDAHO,ID,2,False,False,MICHAEL K SIMPSON,REPUBLICAN,172450,271186
2022,IDAHO,ID,2,False,False,WENDY NORMAN,DEMOCRAT,98736,271186
2022,INDIANA,IN,1,False,False,JENNIFER-RUTH GREEN,REPUBLICAN,100542,213207
2022,INDIANA,IN,1,False,False,FRANK J MRVAN,DEMOCRAT,112656,213207
2022,INDIANA,IN,2,False,False,RUDOLPH “RUDY” YAKYM III,REPUBLICAN,125313,194073
2022,INDIANA,IN,2,False,False,PAUL D STEURY,DEMOCRAT,62891,194073
2022,INDIANA,IN,2,False,False,WILLIAM E HENRY,LIBERTARIAN,5858,194073
2022,INDIANA,IN,3,False,False,JIM BANKS,REPUBLICAN,131579,201542
2022,INDIANA,IN,3,False,False,GARY L SNYDER,DEMOCRAT,60577,201542
2022,INDIANA,IN,3,False,False,NATHAN GOTSCH,INDEPENDENT,9386,201542
2022,INDIANA,IN,4,False,False,JAMES R BAIRD,REPUBLICAN,134864,197698
2022,INDIANA,IN,4,False,False,ROGER D DAY,DEMOCRAT,62834,197698
2022,INDIANA,IN,5,False,False,VICTORIA SPARTZ,REPUBLICAN,146575,240009
2022,INDIANA,IN,5,False,False,JEANNINE LEE LAKE,DEMOCRAT,93434,240009
2022,INDIANA,IN,6,False,False,GREG PENCE,REPUBLICAN,130686,193524
2022,INDIANA,IN,6,False,False,CYNTHIA “CINDE” WIRTH,DEMOCRAT,62838,193524
2022,INDIANA,IN,7,False,False,ANGELA GRABOVSKY,REPUBLICAN,53631,175180
2022,INDIANA,IN,7,False,False,ANDRÉ CARSON,DEMOCRAT,117309,175180
2022,INDIANA,IN,7,False,False,GAVIN MAPLE,LIBERTARIAN,4240,175180
2022,INDIANA,IN,8,False,False,LARRY BUCSHON,REPUBLICAN,141995,216040
2022,INDIANA,IN,8,False,False,RAY MCCORMICK,DEMOCRAT,68109,216040
2022,INDIANA,IN,8,False,False,ANDREW HORNING,LIBERTARIAN,5936,216040
2022,INDIANA,IN,9,False,False,ERIN HOUCHIN,REPUBLICAN,143166,225276
2022,INDIANA,IN,9,False,False,MATTHEW FYFE,DEMOCRAT,75700,225276
2022,INDIANA,IN,9,False,False,TONYA L MILLIS,LIBERTARIAN,6374,225276
2022,IOWA,IA,1,False,False,MARIANNETTE MILLER-MEEKS,REPUBLICAN,162947,309736
2022,IOWA,IA,1,False,False,CHRISTINA BOHANNAN,DEMOCRAT,142173,309736
2022,IOWA,IA,1,False,False,UNDERVOTES,,4308,309736
2022,IOWA,IA,1,False,False,OVERVOTES,,48,309736
2022,IOWA,IA,2,False,False,ASHLEY HINSON,REPUBLICAN,172181,321507
2022,IOWA,IA,2,False,False,LIZ MATHIS,DEMOCRAT,145940,321507
2022,IOWA,IA,2,False,False,UNDERVOTES,,3043,321507
2022,IOWA,IA,2,False,False,OVERVOTES,,65,321507
2022,IOWA,IA,3,False,False,ZACH NUNN,REPUBLICAN,156262,315039
2022,IOWA,IA,3,False,False,CYNTHIA AXNE,DEMOCRAT,154117,315039
2022,IOWA,IA,3,False,False,UNDERVOTES,,4024,315039
2022,IOWA,IA,3,False,False,OVERVOTES,,102,315039
2022,IOWA,IA,4,False,False,RANDY FEENSTRA,REPUBLICAN,186467,284134
2022,IOWA,IA,4,False,False,RYAN MELTON,DEMOCRAT,84230,284134
2022,IOWA,IA,4,False,False,BRYAN JACK HOLDER,LIBERTY CAUCUS,6035,284134
2022,IOWA,IA,4,False,False,UNDERVOTES,,7008,284134
2022,IOWA,IA,4,False,False,OVERVOTES,,118,284134
2022,KANSAS,KS,1,False,False,TRACEY MANN,REPUBLICAN,161333,238425
2022,KANSAS,KS,1,False,False,JAMES “JIMMY” BEARD,DEMOCRAT,77092,238425
2022,KANSAS,KS,2,False,False,JAKE LATURNER,REPUBLICAN,134506,233358
2022,KANSAS,KS,2,False,False,PATRICK SCHMIDT,DEMOCRAT,98852,233358
2022,KANSAS,KS,3,False,False,AMANDA L ADKINS,REPUBLICAN,128839,301294
