race_id,district_id,year,total_votes,winner_name,winner_party,winner_CAND_ICI,runner_up_name,runner_up_party,runner_up_CAND_ICI,margin_of_victory,spending_winner,spending_runner_up,pvi,NHE,spending_ratio,adjusted_margin
OR_4_2018,OR_4,2018,372893,PETER DEFAZIO,Democrat,I,ART ROBINSON,Republican,C,15.1,1388447.69,168255.13,0.0,-8.6,8.252037783335343,6.5
OR_4_2020,OR_4,2020,467705,PETER A DEFAZIO,Democrat,I,ALEK SKARLATOS,Republican,C,5.32,5884593.25,5338964.33,0.0,-3.1,1.102197521143581,2.22
OR_5_2018,OR_5,2018,358469,KURT SCHRADER,Democrat,I,MARK CALLAHAN,Republican,C,13.2,862328.91,35313.09,0.0,-8.6,24.41952573394172,4.6
OR_5_2020,OR_5,2020,452646,KURT SCHRADER,Democrat,I,AMY RYAN COURSER,Republican,C,6.74,1937976.57,221541.97,0.0,-3.1,8.747672371063596,3.64
PA_10_2018,PA_10,2018,291033,SCOTT G PERRY,Republican,I,GEORGE B SCOTT,Democrat,C,2.64,1645975.5,2201795.35,6.0,-8.6,0.7475606213810925,5.24
PA_10_2020,PA_10,2020,391834,SCOTT G PERRY,Republican,I,EUGENE A DEPASQUALE,Democrat,C,6.62,3905339.93,4538350.26,6.0,-3.1,0.8605197277126866,3.72
PA_12_2012,PA_12,2012,338941,KEITH J ROTHFUS,Republican,C,MARK S CRITZ,Democrat,I,3.47,2015329.53,2709384.24,6.0,-1.1,0.7438330452531162,-1.43
PA_12_2014,PA_12,2014,215921,KEITH J ROTHFUS,Republican,I,ERIN MCCLELLAND,Democrat,C,18.56,1807453.99,376714.84,9.0,5.7,4.797936789535554,3.86
PA_16_2014,PA_16,2014,176235,JOSEPH R PITTS,Republican,I,TOM HOUGHTON,Democrat,C,15.44,1314731.6,152536.68,4.0,5.7,8.61911770991738,5.74
PA_16_2016,PA_16,2016,313773,LLOYD K SMUCKER,Republican,O,CHRISTINA HARTMAN,Democrat,O,10.86,1694547.87,1148979.24,4.0,1.1,1.4748289708002036,5.76
PA_16_2018,PA_16,2018,262396,GEORGE J KELLY JR,Republican,I,RONALD A DINICOLA,Democrat,C,4.28,3294021.2,1755514.26,8.0,-8.6,1.8763853276817017,4.88
PA_17_2016,PA_17,2016,293164,MATT CARTWRIGHT,Democrat,I,MATT CONNOLLY,Republican,C,7.61,861672.0,31056.78,-4.0,1.1,27.745052771085735,4.71
PA_17_2018,PA_17,2018,325579,CONOR JAMES LAMB,Democrat,I,KEITH ROTHFUS,Republican,C,12.51,8898568.71,3775394.78,3.0,-8.6,2.3569902562613603,6.91
PA_17_2020,PA_17,2020,434537,CONOR J LAMB,Democrat,I,RICHARD SEAN PARNELL,Republican,C,2.29,3528796.6,3788168.77,3.0,-3.1,0.9315309887843249,2.19
PA_3_2012,PA_3,2012,302514,MIKE KELLY,Republican,I,MISSA EATON,Democrat,C,13.85,,243534.68,5.0,-1.1,,9.95
PA_3_2014,PA_3,2014,187790,MIKE KELLY,Republican,I,DAN LAVALLEE,Democrat,C,21.26,,407605.25,8.0,5.7,,7.56
PA_6_2014,PA_6,2014,212544,RYAN COSTELLO,Republican,O,MANAN TRIVEDI,Democrat,O,12.58,1674282.63,943660.51,2.0,5.7,1.7742425504273776,4.88
PA_6_2018,PA_6,2018,301828,CHRISTINA JAMPOLER HOULAHAN,Democrat,O,GREGORY MICHAEL MCCAULEY SR,Republican,O,17.75,3402393.59,215002.51,-2.0,-8.6,15.824901718589237,7.15
PA_6_2020,PA_6,2020,403966,CHRISSY J HOULAHAN,Democrat,I,JOHN WILLIAM EMMONS,Republican,C,12.11,1419800.16,801516.01,-2.0,-3.1,1.7713933873884813,7.01
PA_8_2016,PA_8,2016,380818,BRIAN FITZPATRICK,Republican,O,STEVE SANTARSIERO,Democrat,O,8.85,2033130.72,2833967.38,1.0,1.1,0.7174150042616229,6.75
PA_8_2018,PA_8,2018,248166,MATTHEW ALTON CARTWRIGHT,Democrat,I,JOHN ROBERT CHRIN,Republican,C,9.28,2563832.07,2985347.94,1.0,-8.6,0.8588051113398862,1.68
PA_8_2020,PA_8,2020,343787,MATTHEW ALTON CARTWRIGHT,Democrat,I,JAMES ROCCO BOGNET,Republican,C,3.55,4214642.61,1407261.66,1.0,-3.1,2.9949246325662,1.45
RI_1_2012,RI_1,2012,205115,DAVID N CICILLINE,Democrat,I,BRENDAN P DOHERTY,Republican,C,12.13,2426394.01,1477749.18,-14.0,-1.1,1.6419525335145169,-2.97
RI_1_2014,RI_1,2014,146353,DAVID N CICILLINE,Democrat,I,COMICK BRENDAN LYNCH,Republican,C,19.26,1282281.36,12852.6,-15.0,5.7,99.76824611362682,9.96
SC_1_2016,SC_1,2016,325170,MARK SANFORD,Republican,I,DIMITRI CHERNY,Democrat,C,21.72,165469.81,26238.77,11.0,1.1,6.306309708877359,9.62
SC_1_2018,SC_1,2018,287433,JOE CUNNINGHAM,Democrat,I,KATIE ARRINGTON,Republican,C,1.39,2410274.65,1674899.95,10.0,-8.6,1.4390558970402978,2.79
SC_1_2020,SC_1,2020,427111,NANCY MACE,Republican,C,JOE CUNNINGHAM,Democrat,I,1.27,5813666.36,7138095.12,10.0,-3.1,0.8144562747154874,-5.63
SC_2_2016,SC_2,2016,304996,JOE WILSON,Republican,I,ARIK BJORN,Democrat,C,24.36,744980.15,69903.87,16.0,1.1,10.65720896425334,7.26
SC_2_2020,SC_2,2020,364215,JOE WILSON,Republican,I,ADAIR FORD BOROUGHS,Democrat,C,13.07,1762180.03,2535073.49,12.0,-3.1,0.695119899660187,4.17
SC_5_2012,SC_5,2012,278003,MICK MULVANEY,Republican,I,JOYCE KNOTT,Democrat,C,11.11,763829.67,32718.83,9.0,-1.1,23.345262345872392,3.21
SC_5_2014,SC_5,2014,175145,MICK MULVANEY,Republican,I,TOM ADAMS,Democrat,C,17.75,1136134.23,51446.36,9.0,5.7,22.083860354746186,3.05
SC_7_2012,SC_7,2012,275738,TOM RICE,Republican,I,GLORIA BROMELL TINUBU,Democrat,C,11.13,1367012.5,637043.15,7.0,-1.1,2.14587112348669,5.23
SC_7_2014,SC_7,2014,171524,TOM RICE,Republican,I,GLORIA BROMELL-TINUBU,Democrat,C,19.97,876373.93,238051.99,7.0,5.7,3.68143920998098,7.27
TN_4_2012,TN_4,2012,230590,SCOTT DESJARLAIS,Republican,I,ERIC STEWART,Democrat,C,11.51,1266553.7,700575.49,13.0,-1.1,1.8078761219579633,-0.39
TN_4_2014,TN_4,2014,145418,SCOTT DES JARLAIS,Republican,I,LENDRA SHERRELL,Democrat,C,23.01,643369.09,1051656.59,18.0,5.7,0.6117672785181709,-0.69
TX_10_2016,TX_10,2016,312600,MICHAEL T MCCAUL,Republican,I,TAWANA W CADIEN,Democrat,C,18.89,1730835.84,7186.34,11.0,1.1,240.85081418357606,6.79
TX_10_2018,TX_10,2018,307827,MICHAEL T MCCAUL,Republican,I,MIKE SIEGEL,Democrat,C,4.27,1870327.23,485681.52,9.0,-8.6,3.8509334882661377,3.87
TX_10_2020,TX_10,2020,413894,MICHAEL T MCCAUL,Republican,I,MIKE SIEGEL,Democrat,C,7.13,3927931.12,2932841.7,9.0,-3.1,1.3392918956382813,1.23
TX_14_2012,TX_14,2012,245839,RANDY WEBER,Republican,O,NICK LAMPSON,Democrat,O,8.85,1371325.98,1175039.0,8.0,-1.1,1.1670472043906628,1.95
TX_14_2014,TX_14,2014,145698,RANDY K WEBER SR,Republican,I,DONALD G BROWN,Democrat,C,25.79,595588.25,33517.49,12.0,5.7,17.769476473327806,8.09
TX_15_2018,TX_15,2018,164802,VICENTE GONZALEZ,Democrat,I,TIM WESTLEY,Republican,C,20.92,411506.69,22942.0,-7.0,-8.6,17.936827216458898,5.32
TX_15_2020,TX_15,2020,228917,VICENTE GONZALEZ,Democrat,I,MONICA DE LA CRUZ-HERNANDEZ,Republican,C,2.88,907999.77,416551.57,-7.0,-3.1,2.1798015789497565,-7.22
TX_21_2016,TX_21,2016,356031,LAMAR SMITH,Republican,I,TOM WAKELY,Democrat,C,20.56,1772750.36,70715.74,12.0,1.1,25.068681456207628,7.46
TX_21_2018,TX_21,2018,353617,CHIP ROY,Republican,O,JOSEPH KOPSER,Democrat,O,2.61,1757842.15,3236438.68,10.0,-8.6,0.5431408791591873,1.21
TX_21_2020,TX_21,2020,453750,CHIP ROY,Republican,I,WENDY R DAVIS,Democrat,C,6.6,4771749.89,10366864.91,10.0,-3.1,0.4602886148730571,-0.3
TX_22_2016,TX_22,2016,305543,PETE OLSON,Republican,I,MARK GIBSON,Democrat,C,19.04,1424608.68,36495.44,15.0,1.1,39.035251527314095,2.94
TX_22_2018,TX_22,2018,297405,PETE OLSON,Republican,I,SRI PRESTON KULKARNI,Democrat,C,4.91,1927405.71,1609335.83,10.0,-8.6,1.1976404638924865,3.51
TX_22_2020,TX_22,2020,408048,TROY NEHLS,Republican,O,SRI PRESTON KULKARNI,Democrat,O,6.93,1798160.47,5772741.67,10.0,-3.1,0.31149158801696386,0.03
TX_23_2012,TX_23,2012,192169,PETE P GALLEGO,Democrat,C,"FRANCISCO ""QUICO"" CANSECO",Republican,I,4.75,1767937.79,2534134.93,5.0,-1.1,0.6976494302140415,8.65
TX_23_2014,TX_23,2014,115429,WILL HURD,Republican,I,PETE P GALLEGO,Democrat,C,2.1,1437693.88,2677952.94,3.0,5.7,0.5368630114911579,-6.6
TX_23_2016,TX_23,2016,228965,WILL HURD,Republican,I,PETE P GALLEGO,Democrat,C,1.33,4232951.96,2227078.06,3.0,1.1,1.9006751653779033,-2.77
TX_23_2018,TX_23,2018,210069,WILL HURD,Republican,I,GINA ORTIZ JONES,Democrat,C,0.44,5192900.98,6103697.69,1.0,-8.6,0.8507795182103784,8.04
TX_24_2016,TX_24,2016,275635,KENNY MARCHANT,Republican,I,JAN MCDOWELL,Democrat,C,16.85,528905.18,21796.25,13.0,1.1,24.26587968113781,2.75
TX_24_2018,TX_24,2018,263418,KENNY E MARCHANT,Republican,I,JAN MCDOWELL,Democrat,C,3.07,1103925.68,95507.42,9.0,-8.6,11.558533148523956,2.67
TX_25_2014,TX_25,2014,177883,ROGER WILLIAMS,Republican,I,MARCO MONTOYA,Democrat,C,23.98,1564454.0,25125.98,12.0,5.7,62.26439724938092,6.28
TX_25_2016,TX_25,2016,310196,ROGER WILLIAMS,Republican,I,KATHI THOMAS,Democrat,C,20.6,1216409.13,52100.87,12.0,1.1,23.347194202323298,7.5
TX_25_2018,TX_25,2018,304553,ROGER WILLIAMS,Republican,I,JULIE OLIVER,Democrat,C,8.75,1647321.88,645926.18,11.0,-8.6,2.550325301878923,6.35
TX_25_2020,TX_25,2020,393523,ROGER WILLIAMS,Republican,I,JULIE OLIVER,Democrat,C,13.82,3358150.96,2214190.51,11.0,-3.1,1.516649513595829,5.92
TX_27_2012,TX_27,2012,212651,BLAKE FARENTHOLD,Republican,I,ROSE MEZA HARRISON,Democrat,C,17.54,1197900.08,390919.06,13.0,-1.1,3.064317406268193,5.64
TX_27_2016,TX_27,2016,230580,BLAKE FARENTHOLD,Republican,I,"RAUL ""ROY"" BARRERA",Democrat,C,23.39,1113535.86,20852.64,13.0,1.1,53.40023421494833,9.29
TX_2_2016,TX_2,2016,278236,TED POE,Republican,I,PAT BRYAN,Democrat,C,24.61,623230.11,13900.98,16.0,1.1,44.83353763547606,7.51
TX_2_2018,TX_2,2018,263392,DAN CRENSHAW,Republican,O,TODD LITTON,Democrat,O,7.29,1844245.24,1515116.21,11.0,-8.6,1.2172302215682849,4.89
TX_2_2020,TX_2,2020,346726,DAN CRENSHAW,Republican,I,SIMA LADJEVARDIAN,Democrat,C,12.82,17654095.49,3886672.48,11.0,-3.1,4.542213315077168,4.92
TX_31_2016,TX_31,2016,284588,JOHN R CARTER,Republican,I,MIKE CLARK,Democrat,C,21.86,1257077.88,27234.94,12.0,1.1,46.1568073952063,8.76
TX_31_2018,TX_31,2018,286007,JOHN CARTER,Republican,I,"MARY JENNINGS ""MJ"" HEGAR",Democrat,C,2.91,1968957.43,5069600.64,10.0,-8.6,0.38838511547923427,1.51
TX_31_2020,TX_31,2020,398057,JOHN R CARTER,Republican,I,DONNA IMAM,Democrat,C,9.14,2223167.18,1242218.22,10.0,-3.1,1.7896752311361206,2.24
TX_32_2012,TX_32,2012,251636,PETE SESSIONS,Republican,I,KATHERINE SAVERS MCGOVERN,Democrat,C,18.82,1716842.95,79146.85,10.0,-1.1,21.69186707999118,9.92
TX_32_2018,TX_32,2018,275620,COLIN ALLRED,Democrat,C,PETE SESSIONS,Republican,I,6.52,5869234.53,5225907.24,5.0,-8.6,1.1231034651889458,2.92
TX_32_2020,TX_32,2020,343687,COLIN Z ALLRED,Democrat,I,GENEVIEVE COLLINS,Republican,C,6.02,5721622.7,6006854.31,5.0,-3.1,0.9525156437496485,7.92
TX_34_2018,TX_34,2018,143068,FILEMON B VELA,Democrat,I,REY GONZALEZ,Republican,C,19.98,726634.62,95421.53,-10.0,-8.6,7.614996531705161,1.38
TX_34_2020,TX_34,2020,201027,FILEMON VELA,Democrat,I,REY GONZALEZ,Republican,C,13.59,1034382.25,37445.83,-10.0,-3.1,27.623429631550426,0.49
TX_6_2012,TX_6,2012,249936,JOE BARTON,Republican,I,KENNETH SANDERS,Democrat,C,18.79,2152615.75,135452.27,15.0,-1.1,15.892061092811513,4.89
TX_6_2014,TX_6,2014,150996,JOE BARTON,Republican,I,DAVID E COZAD,Democrat,C,24.71,1659725.24,12826.87,11.0,5.7,129.39440720924122,8.01
TX_6_2016,TX_6,2016,273296,JOE BARTON,Republican,I,RUBY FAYE WOOLRIDGE,Democrat,C,19.31,1348463.14,22557.19,11.0,1.1,59.77974827538359,7.21
TX_6_2018,TX_6,2018,256042,RON WRIGHT,Republican,O,JANA LYNNE SANCHEZ,Democrat,O,7.66,704664.14,718241.7,9.0,-8.6,0.9810961129101806,7.26
TX_6_2020,TX_6,2020,339992,RON WRIGHT,Republican,I,STEPHEN DANIEL,Democrat,C,8.82,919091.38,678986.91,9.0,-3.1,1.3536216478753618,2.92
TX_7_2016,TX_7,2016,255533,JOHN ABNEY CULBERSON,Republican,I,JAMES CARGAS,Democrat,C,12.35,1195460.96,62159.16,13.0,1.1,19.23225732136663,-1.75
TX_7_2020,TX_7,2020,314125,LIZZIE FLETCHER,Democrat,I,WESLEY HUNT,Republican,C,3.33,,7387924.47,7.0,-3.1,,7.23
UT_2_2014,UT_2,2014,146188,CHRIS STEWART,Republican,I,LUZ ROBLES,Democrat,C,28.27,665016.23,147221.67,18.0,5.7,4.517108317002517,4.57
UT_2_2016,UT_2,2016,276819,CHRIS STEWART,Republican,I,CHARLENE ALBARRAN,Democrat,C,27.72,958040.77,585324.92,18.0,1.1,1.636767438502362,8.62
UT_2_2018,UT_2,2018,270044,CHRIS STEWART,Republican,I,SHIREEN GHORBANI,Democrat,C,17.2,938943.7,442738.79,16.0,-8.6,2.1207622218961206,9.8
UT_2_2020,UT_2,2020,354224,CHRIS STEWART,Republican,I,KAEL WESTON,Democrat,C,22.37,929210.17,307704.78,16.0,-3.1,3.019810644475526,9.47
UT_4_2016,UT_4,2016,274569,MIA B LOVE,Republican,I,DOUG OWENS,Democrat,C,12.45,5576207.69,2103032.24,16.0,1.1,2.651508419100603,-4.65
UT_4_2018,UT_4,2018,269271,BEN MCADAMS,Democrat,C,MIA B LOVE,Republican,I,0.26,3306517.59,5951840.23,13.0,-8.6,0.5555454216216418,4.66
UT_4_2020,UT_4,2020,376730,BURGESS OWENS,Republican,C,BEN MCADAMS,Democrat,I,1.0,5068995.95,5580074.1,13.0,-3.1,0.9084101499655713,-8.9
VA_10_2014,VA_10,2014,222910,BARBARA J COMSTOCK,Republican,O,JOHN W FOUST,Democrat,O,16.13,3403549.82,3036063.25,2.0,5.7,1.1210404855695941,8.43
VA_10_2016,VA_10,2016,400083,BARBARA COMSTOCK,Republican,I,LUANN L BENNETT,Democrat,C,5.77,5342922.33,2847964.19,2.0,1.1,1.876049687970269,2.67
VA_10_2018,VA_10,2018,367795,JENNIFER T WEXTON,Democrat,C,BARBARA J COMSTOCK,Republican,I,12.38,6115334.19,6456797.13,-1.0,-8.6,0.9471157397197022,2.78
VA_10_2020,VA_10,2020,475546,JENNIFER WEXTON,Democrat,I,ALISCIA N ANDREWS,Republican,C,13.14,1901911.61,1419877.44,-1.0,-3.1,1.3394899844313324,9.04
VA_2_2012,VA_2,2012,309222,E SCOTT RIGELL,Republican,I,PAUL O HIRSCHBIEL JR,Democrat,C,7.66,2604370.2,2003888.41,5.0,-1.1,1.29965829783905,3.76
VA_2_2014,VA_2,2014,173060,E SCOTT RIGELL,Republican,I,SUZANNE D PATRICK,Democrat,C,17.55,1605821.48,876469.57,2.0,5.7,1.8321474412397456,9.85
VA_2_2018,VA_2,2018,273400,ELAINE G LURIA,Democrat,C,SCOTT W TAYLOR,Republican,I,2.24,4270824.21,4083442.48,3.0,-8.6,1.0458881766837083,-3.36
VA_2_2020,VA_2,2020,360277,ELAINE G LURIA,Democrat,I,SCOTT W TAYLOR,Republican,C,3.2,6556703.99,2511988.95,3.0,-3.1,2.6101643440748417,3.1
VA_4_2012,VA_4,2012,350046,J RANDY FORBES,Republican,I,ELLA P WARD,Democrat,C,14.03,1240932.22,77669.42,6.0,-1.1,15.977101670129635,9.13
VA_4_2016,VA_4,2016,346656,A DONALD MCEACHIN,Democrat,I,"MICHAEL L ""MIKE"" WADE",Republican,C,15.69,516093.05,145601.99,-8.0,1.1,3.544546678242516,8.79
VA_4_2018,VA_4,2018,299854,A DONALD MCEACHIN,Democrat,I,RYAN A MCADAMS,Republican,C,26.66,931320.54,238960.01,-10.0,-8.6,3.8973907809930206,8.06
VA_5_2012,VA_5,2012,348111,ROBERT HURT,Republican,I,JOHN WADE DOUGLASS,Democrat,C,12.58,1980843.02,1155772.05,6.0,-1.1,1.7138699798113304,7.68
VA_5_2018,VA_5,2018,310926,DENVER L RIGGLEMAN III,Republican,O,LESLIE C COCKBURN,Democrat,O,6.53,1941098.64,3530910.19,6.0,-8.6,0.5497445518431608,9.13
VA_5_2020,VA_5,2020,402317,"ROBERT G ""BOB"" GOOD",Republican,I,B CAMERON WEBB,Democrat,C,5.14,1328692.64,5782803.89,6.0,-3.1,0.22976615933624545,2.24
VA_7_2012,VA_7,2012,381909,ERIC CANTOR,Republican,I,E WAYNE POWELL,Democrat,C,17.01,7485667.43,956746.93,11.0,-1.1,7.824083041478899,7.11
VA_7_2014,VA_7,2014,243351,DAVID A BRAT,Republican,I,"JOHN K ""JACK"" TRAMMELL",Democrat,C,23.88,1408692.93,534105.66,10.0,5.7,2.6374798761728155,8.18
VA_7_2016,VA_7,2016,379163,DAVE BRAT,Republican,I,EILEEN M BEDELL,Democrat,C,15.27,,244609.76,8.0,1.1,,6.17
VA_7_2018,VA_7,2018,349803,ABIGAIL A SPANBERGER,Democrat,C,DAVE A BRAT,Republican,I,1.94,7289953.38,3371043.95,6.0,-8.6,2.1625210137055615,-0.66
VA_7_2020,VA_7,2020,454339,ABIGAIL DAVIS SPANBERGER,Democrat,I,NICK J FREITAS,Republican,C,1.82,7959480.65,3640943.04,6.0,-3.1,2.1861041391078726,4.72
WA_10_2018,WA_10,2018,270075,DENNY HECK,Democrat,I,JOSEPH BRUMBLES,Republican,C,23.09,1221635.07,6071.52,-5.0,-8.6,201.20745217013203,9.49
WA_10_2020,WA_10,2020,340407,MARILYN STRICKLAND,Democrat,O,BETH DOGLIO,Democrat,O,13.78,1802661.97,1483736.39,-5.0,-3.1,1.214947602653326,5.68
WA_1_2012,WA_1,2012,328212,SUZAN DELBENE,Democrat,I,JOHN KOSTER,Republican,C,7.87,4501798.71,1201899.68,-3.0,-1.1,3.745569438873634,3.77
WA_1_2016,WA_1,2016,349398,SUZAN K DELBENE,Democrat,I,ROBERT J SUTHERLAND,Republican,C,10.83,1625142.38,28942.99,-4.0,1.1,56.149775126896,7.93
WA_1_2018,WA_1,2018,332743,SUZAN DELBENE,Democrat,I,JEFFREY BEELER,Republican,C,18.54,1558467.49,18808.39,-6.0,-8.6,82.86022833426998,3.94
WA_1_2020,WA_1,2020,426862,SUZAN K DELBENE,Democrat,I,JEFFREY BEELER SR,Republican,C,17.23,1903677.43,62279.24,-6.0,-3.1,30.566805728522056,8.13
WA_8_2018,WA_8,2018,313057,KIM SCHRIER,Democrat,O,DINO ROSSI,Republican,O,4.83,8075093.38,4821393.1,0.0,-8.6,1.674846504426283,-3.77
WA_8_2020,WA_8,2020,412112,KIM SCHRIER,Democrat,I,JESSE JENSEN,Republican,C,3.57,3809168.64,847466.89,0.0,-3.1,4.494769866466406,0.47
